start,open,high,low,close,vwp,volume,trades,macd,rsi,
1551092400000,3796,3809.63,3791.02,3791.31,3798.624192421776,1551.5583469999995,9971,12.139734027164174,36.43925571536542,
1551096000000,3791.31,3818.46,3791.2,3807.3,3803.233939802843,1414.173326,9194,12.862747903530163,40.75166075859448,
1551099600000,3807.6,3809.19,3798.36,3807.29,3804.179194456603,1383.8079669999997,8850,13.021654770016383,40.749798704649734,
1551103200000,3807.62,3807.7,3778.65,3796.71,3794.7511173132075,2015.926266,12476,12.022877006933292,38.73328301030049,
1551106800000,3795.65,3811,3793,3808.96,3801.813461289468,1719.5146269999998,11153,12.020231660546322,42.29395951722916,
1551110400000,3808.96,3857.64,3801.09,3852.82,3829.1038480716584,3381.901031000001,19783,14.869669578950855,52.85806118094336,
1551114000000,3851.56,3852.99,3825.05,3836.39,3840.6187490441007,2028.4984580000007,12560,14.798648914461612,49.22283421082738,
1551117600000,3836.39,3871.27,3831.88,3868.77,3856.1093019928635,3056.277498,18874,16.495309933020852,55.69041613009171,
1551121200000,3869.1,3872.66,3848.45,3855.39,3858.942650294867,1364.0505640000001,10489,15.751913110765877,52.70314939676266,
1551124800000,3857,3864.47,3808.01,3839.39,3837.8720275738665,2264.4258619999996,14008,13.361884597855028,49.29774167226372,
1551128400000,3839.01,3844.9,3805.57,3813.59,3830.7560759549106,1091.29759,8779,9.389211348038694,44.324281343635874,
1551132000000,3814.53,3844.43,3812.55,3837.22,3833.3268198629853,786.153876,8289,8.294759137495506,49.36308642955287,
1551135600000,3838.06,3846.54,3826.95,3827.92,3837.186780091273,1085.2705580000002,8780,6.561189062613291,47.53952468438084,
1551139200000,3828.44,3833.85,3821.61,3830.17,3828.9996094017442,949.179712,9070,5.377378365637216,48.039645037314045,
1551142800000,3831.41,3835,3826.88,3833.16,3831.532889068575,662.8462010000002,7028,4.633050704193172,48.73900806169131,
1551146400000,3833.87,3841.51,3829.94,3834.89,3835.3305597783447,846.6185689999998,7929,4.091262828169549,49.16534215209666,
1551150000000,3834.66,3841.47,3834.66,3837.25,3838.201670328235,693.2280760000003,6548,3.7372130087741557,49.77896189445398,
1551153600000,3838.08,3840.38,3821.01,3825.52,3832.5664280368014,967.1448050000002,7852,2.4806164411554454,46.75786415077469,
1551157200000,3826.46,3831.88,3777,3812.54,3800.6221350142923,2701.2786170000018,13497,0.6688615328670364,43.604246139704365,
1551160800000,3814.09,3816.7,3785.23,3801.33,3798.493891554778,1984.9289789999993,11646,-1.2299285560567035,41.03043794954109,
1551164400000,3801.28,3810.88,3795.26,3807.63,3802.0834332743007,1769.7710609999997,11075,-1.7805864043985573,43.0644365020113,
1551168000000,3807.63,3815,3804.47,3812.22,3809.607856075067,1231.3985979999993,10216,-1.6120303097596276,44.564694671845416,
1551171600000,3811.57,3813.7,3786.92,3811.39,3806.9078526152766,1314.3500600000002,9586,-1.4152305913158179,44.337184625088085,
1551175200000,3811.96,3828.94,3810.14,3818.19,3819.8543870584504,1119.6675460000001,8633,-0.6547234733138216,46.73632825840841,
1551178800000,3818.22,3824.68,3803.65,3808.99,3814.1714043635934,1189.6975950000003,7391,-0.7692835731867937,43.97474579503223,
1551182400000,3808.62,3814.8,3795.88,3805.76,3806.388733253658,1256.9578430000001,8328,-0.9604350571811295,43.013774622464034,
1551186000000,3804.72,3806.67,3787.52,3801.98,3798.769407845471,1551.0494729999998,10244,-1.221664425957977,41.86088071449951,
1551189600000,3802.6,3831.57,3798.24,3821.48,3816.1644082970224,1772.4564080000005,11297,0.189376016359466,49.39606039461546,
1551193200000,3821.75,3832.99,3815,3821.65,3823.273984978382,1425.7164369999996,9861,1.0980822482823944,49.457561136109646,
1551196800000,3821.89,3823.15,3805.56,3808.86,3811.572471350485,1312.9494650000006,8740,0.7031256318018899,45.02405851217057,
1551200400000,3809.06,3814.6,3790.62,3811.84,3804.3050928999965,1346.5390770000001,8907,0.702480472104817,46.23342259964228,
1551204000000,3811.33,3822.03,3802,3804.33,3814.748819155194,1042.0803360000002,7418,0.1712771714594572,43.62867994752181,
1551207600000,3804.49,3820.06,3801.08,3814.49,3813.7440211323346,894.094024,6952,0.6431374140220267,47.90475496922689,
1551211200000,3814.69,3821,3805.55,3806.99,3814.292892732813,961.2404460000004,6968,0.39495476611628355,45.18024777880289,
1551214800000,3805.7,3816.53,3800,3802.04,3810.348017315982,653.8012200000001,5518,-0.08153569473549993,43.42484713799464,
1551218400000,3802.04,3814.97,3799,3812,3807.5219276216108,633.8442940000003,5549,0.421470351358602,47.81810144266289,
1551222000000,3812.02,3812.46,3804.09,3809.23,3808.570504167708,557.9091940000002,5466,0.5476806387749962,46.731242826773304,
1551225600000,3809.31,3810.88,3791.66,3801.7,3801.393764154853,894.4204110000002,7224,0.0935536772484884,43.81575700710489,
1551229200000,3801.99,3805.57,3792.92,3797.65,3798.2330076742082,686.3699179999999,6123,-0.42384198754231583,42.28762243665833,
1551232800000,3798.38,3819.88,3797.21,3814.27,3809.631134842046,779.3003469999999,6982,0.5591414910173871,49.99498090375624,
1551236400000,3814.62,3821.58,3810.18,3820.31,3817.129721632586,1164.5062410000003,7188,1.600243734800189,52.47877082359555,
1551240000000,3820.69,3829,3815.12,3816.7,3822.6708104994923,1116.2034889999998,7287,1.9017084256964165,50.85295116345108,
1551243600000,3816.7,3829.53,3814.28,3825,3821.8432719879083,831.9970049999997,6658,2.603520126781078,54.35436574896924,
1551247200000,3824.29,3825.29,3813.12,3816.84,3819.1823923950456,676.571866,5699,2.2926165007128594,50.54199423746633,
1551250800000,3816.4,3830,3815.93,3825.59,3822.8999652297975,999.5066840000001,7524,2.621386412892326,54.24774230224866,
1551254400000,3825.61,3833.99,3822,3822,3827.4950288294476,1225.1853310000001,8066,2.4034747951024698,52.50935301957833,
1551258000000,3822,3828.26,3819.33,3822.79,3823.714343983128,1076.2527049999997,6672,2.184912355353084,52.86728880151195,
1551261600000,3822.12,3827.8,3815.5,3819.47,3823.899936239669,1063.2221839999995,6516,1.6739198569828029,51.12342467293501,
1551265200000,3819.48,3826,3818.24,3826,3822.4442413506954,771.0415139999998,5154,1.7326894191390099,54.315370372126914,
1551268800000,3826,3833,3819.74,3821.15,3824.304334899351,938.4717499999998,5979,1.2933382375397082,51.61901175691938,
1551272400000,3820.59,3838.85,3820.13,3823.45,3827.5097153592797,1182.5848440000002,7416,1.1016309433029,52.81527596151029,
1551276000000,3822.52,3823.39,3788,3810.8,3804.3340693892796,2853.903377999999,11841,-0.021274496322525538,46.06839798694134,
1551279600000,3810.8,3814.03,3799.97,3807.04,3808.2381091205707,1205.0142299999998,6860,-0.9792798883483151,44.25862851986933,
1551283200000,3807.69,3817,3801.82,3809.78,3810.249481128248,842.8665820000001,7101,-1.3014426569000757,45.92571576077706,
1551286800000,3809.76,3816.38,3807.62,3815.55,3813.216514528644,616.8187969999998,5385,-0.9998193465463006,49.360356011265694,
1551290400000,3815.03,3816,3804.13,3809.64,3810.888202439655,585.780023,5244,-1.1926103866135669,46.12847109937409,
1551294000000,3809.64,3814.24,3806,3813.93,3810.7742113452446,508.70055900000006,4583,-0.9214098478638681,48.75155849811732,
1551297600000,3813.24,3814.84,3677.17,3741.75,3743.5750615247366,5814.387076999999,23450,-5.950006057777601,25.9005124459308,
1551301200000,3741.52,3770,3722.42,3770,3751.204718478283,2358.754151,12234,-6.484373449867861,38.12472708826899,
1551304800000,3768.25,3796.56,3756.54,3791.73,3767.22411156512,1229.794969,7835,-4.762788032688468,45.563810633835836,
1551308400000,3790.9,3826.34,3787.66,3818.07,3813.7902312613323,2079.3414110000012,11900,-1.458778225208043,52.94826893402276,
1551312000000,3818.04,3829.12,3809.88,3825.87,3818.91987344577,1079.9562440000002,7856,1.2303124987468044,54.899358303851194,
1551315600000,3825.75,3833.95,3819,3826.11,3826.141296445354,1038.4265140000002,7649,2.8262692833615852,54.96124385555534,
1551319200000,3826.1,3831.7,3814.68,3815.31,3821.6503551273254,683.176461,5709,2.8566342145398855,51.534350792442275,
1551322800000,3815.33,3822.44,3810.21,3816.94,3816.745282637916,651.293599,6358,2.8480064713667996,52.02058718474111,
1551326400000,3818.28,3825.33,3814.87,3823.81,3820.3777716403056,678.4866659999998,6281,3.188408655920351,54.110280921202666,
1551330000000,3823.67,3830,3822.1,3828.43,3826.995977581452,659.0264629999996,6233,3.540378231337362,55.51350122786335,
1551333600000,3829.02,3829.34,3816.11,3817.2,3821.277867753849,663.3708260000001,6252,2.712110932055263,51.399259644328495,
1551337200000,3817.16,3825,3811.01,3822.06,3818.900698812183,826.7528590000002,6510,2.3961625218905587,53.02192001466673,
1551340800000,3823.07,3849.38,3822.06,3836.06,3831.726123103182,1408.4216110000007,7965,3.0622380175684034,57.431061315311396,
1551344400000,3836.06,3849.44,3830.87,3837.23,3841.329659494972,2152.322873,10163,3.326507208679458,57.78762820933233,
1551348000000,3837.23,3842.08,3819.69,3827.12,3829.991126338262,3037.8732679999985,20461,2.503289155964193,53.60898083649913,
1551351600000,3827.14,3838.66,3819.4,3833.82,3831.6088194682548,1359.2816589999998,8553,2.3003083230281476,55.885595880250996,
1551355200000,3833.46,3838.62,3824.67,3829.76,3832.5615671312657,1014.1519829999997,7871,1.689329200768304,54.151387847245275,
1551358800000,3829.77,3833.61,3822.87,3829.5,3828.92245305063,753.3236110000001,6146,1.1457387449709397,54.03574614971049,
1551362400000,3829.7,3836.84,3825.2,3831.79,3831.5573095574223,1135.9470759999997,9404,0.8589556779548939,54.94830899169088,
1551366000000,3831.36,3888,3763.87,3852.88,3839.4886511987484,4528.849351000002,21790,2.107903665846332,62.360009363545096,
1551369600000,3852.27,3873.54,3814.28,3834.48,3846.5866522637098,3218.401335,17869,1.3111961180480272,54.01133377012754,
1551373200000,3834.43,3834.46,3794.44,3815.44,3816.9020887174884,2147.9746569999998,12252,-0.702282984660954,46.99940383700024,
1551376800000,3814.53,3836.12,3801.46,3832.14,3821.6406139614755,1203.6947100000002,9025,-0.7084025977706574,52.78878392921925,
1551380400000,3832.13,3837.92,3810,3821.11,3821.6785175495884,1435.6058230000003,11350,-1.5340513243307665,48.983030201463386,
1551384000000,3821.19,3829.79,3808.87,3821.1,3819.609127743575,1056.1127359999996,8334,-1.9876043118131568,48.97958255063972,
1551387600000,3822.02,3826.33,3815.23,3820.74,3821.77682549677,589.3270769999998,6723,-2.2093916113555903,48.84629290306286,
1551391200000,3820.39,3824.01,3805,3819.52,3814.673818792951,662.0696939999999,6706,-2.3342133975698562,48.36593718907834,
1551394800000,3819.52,3825.92,3811.49,3813.69,3816.908311595035,578.113948,6160,-2.720846652783861,46.036111689229024,
1551398400000,3814.26,3823.7,3813.01,3819.35,3820.0288864420536,645.7288099999998,6387,-2.393714186643966,48.62360918658284,
1551402000000,3819.92,3828.47,3814.21,3826.51,3821.4103608898577,731.4965919999996,7090,-1.545945485989004,51.7738283272358,
1551405600000,3826.75,3827.24,3821,3823.21,3823.7053005233306,661.69934,5971,-1.1986429736460047,50.24466890951418,
1551409200000,3823.21,3834.93,3823.03,3825.39,3828.1777356298585,644.13462,5570,-0.7690187089496493,51.26861819610033,
1551412800000,3825.39,3831.58,3822.27,3825,3825.651169153862,614.8869479999998,5566,-0.5024712674890376,51.06614631895703,
1551416400000,3825.02,3828.13,3822.55,3825.14,3825.5894937132543,476.92510800000025,5305,-0.30993715503212416,51.14074103837802,
1551420000000,3824.7,3828.5,3823.8,3825.93,3826.2306800861684,506.21641200000005,5470,-0.12555800871896894,51.58920200248777,
1551423600000,3825.49,3839.02,3823.4,3839.02,3830.23580947125,1042.651961,8593,0.9370435202378526,58.40229584535545,
1551427200000,3839.02,3839.55,3830.4,3833.79,3834.8364405606876,1232.405549,8537,1.1182640757762234,55.06768126276465,
1551430800000,3833.28,3852.41,3829.88,3832.98,3841.0841683577587,1733.605374,10522,1.0811023499130092,54.548206783194054,
1551434400000,3832.98,3836.67,3825,3830.52,3831.5739525735817,1164.093519,7216,0.7928157997592726,52.91558422233217,
1551438000000,3831.1,3833.49,3824,3828.59,3828.5526180875713,850.2631180000001,6156,0.4096079390462175,51.610465625648246,
1551441600000,3828.58,3830.3,3822.64,3828.55,3827.527068650383,1361.016713,9135,0.13072110128936698,51.58206992989919,
1551445200000,3828.06,3837,3821,3834.92,3828.5307128039376,1159.0223850000002,7865,0.3976370944982359,55.75677357908495,
1551448800000,3835.05,3837,3819.7,3836.58,3830.1857878964697,1431.9753979999998,8597,0.6282622136960521,56.80206117515158,
1551452400000,3836.6,3838.93,3828,3828.54,3833.269575782983,868.511576,7414,0.11489457467949205,50.57021850094425,
1551456000000,3828.15,3848,3828.15,3838.45,3838.131539976463,1456.2350629999996,9701,0.4969883502329897,56.853673388796835,
1551459600000,3838.45,3855,3838.05,3849.06,3848.098968461744,1473.595188,9270,1.4365539857836724,62.369119035267055,
1551463200000,3848.87,3853.54,3840,3849.79,3847.5818372130884,882.3819510000002,6979,1.9239769797489181,62.72220395549745,
1551466800000,3848.7,3851,3841.07,3845.01,3847.1834820078384,755.7701999999998,5776,1.7038482353751787,58.82976661925271,
1551470400000,3845,3849.88,3841,3842.8,3844.789740640661,670.9208640000003,5592,1.258163621179576,57.06645025315275,
1551474000000,3842.34,3853.05,3841,3849.93,3848.277802713126,485.9249620000001,5140,1.3821075352084895,61.11582475770334,
1551477600000,3849.73,3857,3817,3829.32,3835.849489673583,1403.6510020000003,8546,-0.1850093070544525,47.24455902290816,
1551481200000,3829.41,3840,3819.37,3823,3829.3308624957635,921.4595170000002,7729,-1.6174720944470402,43.95036855688478,
1551484800000,3822.17,3833.55,3817.5,3829.24,3828.417656461665,656.8494430000002,5494,-1.9586680179536207,47.819034344901816,
1551488400000,3828.36,3837.26,3825.25,3835.27,3830.887920763718,490.390139,4883,-1.6373184074905858,51.316005591222776,
1551492000000,3835.01,3839.5,3833.57,3836.97,3836.2413433410716,420.12253000000004,4715,-1.2519383933322987,52.28681647528627,
1551495600000,3836.95,3841.31,3833.71,3835.85,3837.7341170539166,730.3780180000002,5892,-1.054252591463276,51.55737075724274,
1551499200000,3834.99,3835.84,3800,3814.69,3814.1701405573262,1712.0511950000005,9744,-2.4349653970554597,40.15852542885481,
1551502800000,3814.69,3824.1,3810.05,3814.89,3815.997746325148,1078.656448,6816,-3.1043819521911664,40.292893208842706,
1551506400000,3814.89,3820,3812,3814.1,3816.890710767719,695.8845169999998,5254,-3.369132954072226,39.91167417199852,
1551510000000,3814.91,3816.43,3791.95,3802.46,3807.2516155101002,1015.4238160000001,6504,-4.153977916031157,34.70199329659745,
1551513600000,3802.44,3809.81,3772.25,3806.98,3793.894813602435,2369.077641,13327,-4.008702078451805,38.08185736110858,
1551517200000,3806.96,3816.63,3801.07,3804.51,3811.0122797931285,976.4699970000001,6087,-3.8144425477734902,36.95614062622523,
1551520800000,3804.51,3813,3802.03,3810.1,3807.374959248543,824.526096,5914,-3.004766665169491,41.192959173062064,
1551524400000,3810.14,3825.92,3808,3816.96,3816.6751416278294,1390.0743080000002,7639,-1.7787898559509419,45.98994751949645,
1551528000000,3816.74,3824.61,3812.27,3815.73,3818.2337421430248,646.612314,5061,-0.9666100422139108,45.2767977929408,
1551531600000,3815.98,3830.75,3815.84,3821.12,3825.3130720204144,745.6678280000001,6492,0.031638017763365944,49.00831546301551,
1551535200000,3820.62,3827.7,3812.5,3813.09,3820.0401493353475,535.2460800000001,5286,0.10014990959505976,44.175432547505245,
1551538800000,3813.11,3828.09,3810.82,3812.13,3818.7336234341533,786.3181330000003,6585,0.12486463757012345,43.621600017267895,
1551542400000,3812.11,3824.3,3797.38,3812.29,3811.96924798843,1095.0825789999997,7845,0.20296683223196865,43.7481807647652,
1551546000000,3810.95,3816.73,3802.11,3804.31,3810.6868515458723,784.50625,5431,-0.28486887599690025,39.0402013962285,
1551549600000,3804.31,3819.47,3802.37,3814.79,3813.855808295614,703.192494,4831,0.2654734080587726,47.09274133235666,
1551553200000,3815.47,3821.04,3813,3820.67,3817.3881417034904,361.72493799999995,4114,1.0626748348058346,51.00345106547098,
1551556800000,3820.49,3821.98,3806.65,3811.11,3813.2139133379546,387.156064,4196,0.828955742637449,45.15892657948592,
1551560400000,3811.13,3823.95,3809.62,3822.33,3817.65427642758,368.9013459999999,4268,1.5053949088153349,52.096903559670864,
1551564000000,3822.45,3822.47,3813.47,3817.03,3818.440599184669,290.34220899999997,3666,1.4733796216149146,48.946840367100634,
1551567600000,3817.03,3823.24,3817.01,3819.93,3820.357833771456,381.1839720000001,4239,1.6133614149790825,50.703275948398414,
1551571200000,3819.97,3831.27,3818.72,3827,3826.0983378013884,832.8227459999999,5517,2.144604259966685,54.78719522842238,
1551574800000,3827.62,3833.96,3824.47,3826.71,3829.0278075999186,550.8068720000002,4438,2.3320558638132303,54.58743224151335,
1551578400000,3826.55,3829.46,3815.58,3821.3,3823.8340125788723,526.387116,3691,1.922780903877611,50.861706892361276,
1551582000000,3820.22,3825.26,3817.81,3824.75,3822.062931732176,393.4066690000001,3478,1.8228193301704456,53.06184865652111,
1551585600000,3824.8,3829,3820.78,3821.78,3825.481626466653,418.782081,3844,1.4404208668040261,50.94703759909954,
1551589200000,3821.96,3825.72,3817.73,3825.22,3822.309102608743,498.71468699999997,4231,1.3760313589094668,53.27015018539519,
1551592800000,3824.74,3827.77,3820.92,3824,3824.646801032524,670.1156660000001,4878,1.1615630940897022,52.32371760557665,
1551596400000,3824.12,3833.44,3819.74,3825.14,3826.615645058137,902.108013,5344,1.0394134799255665,53.16113471561904,
1551600000000,3825.11,3835,3800,3820.8,3820.5069349735313,1164.5990460000003,6769,0.578089852915783,49.590023909933166,
1551603600000,3820.72,3829,3816.05,3824.8,3821.5055894613743,722.0244079999999,4501,0.5493163037955826,52.74102345791582,
1551607200000,3824.05,3828.35,3821.65,3826.06,3825.402037762542,408.2241000000001,3716,0.578694099878468,53.722316452811185,
1551610800000,3826.46,3832,3817.89,3821,3824.89640163765,587.9093829999999,4862,0.17923117203881078,49.295548616557156,
1551614400000,3821.95,3825.69,3814.54,3823.46,3819.7748750781006,659.0737819999999,4905,0.09665738672672375,51.39257504133224,
1551618000000,3824.28,3825,3793.33,3821.95,3816.1924218116724,1504.8170890000004,8661,-0.08107812723976227,50.02493786870304,
1551621600000,3821.95,3825,3809.78,3813.2,3820.7644011633993,885.4770879999999,5519,-0.8302588990852533,42.90052732960211,
1551625200000,3813.22,3814.34,3792.22,3795.62,3803.527104356299,1453.7266300000001,7941,-2.5106160757843003,32.794883758528314,
1551628800000,3795.62,3810,3781.32,3803.08,3798.7164529300685,1383.4259639999998,8567,-2.807350680094306,39.32628783562686,
1551632400000,3803.08,3811.99,3801.63,3808.67,3807.080975046475,605.2027820000002,6156,-2.388363834835801,43.73865826414513,
1551636000000,3809.04,3811,3801.39,3808.61,3806.326672867658,418.9358659999998,4018,-1.973515894455443,43.701921909339504,
1551639600000,3808.6,3809.98,3802.71,3808,3807.044889661031,270.742428,3431,-1.6213490179456223,43.3037056990179,
1551643200000,3807.52,3816.68,3805.9,3814.57,3812.1641213710705,351.1392,3795,-0.8016399813393291,48.72320865596503,
1551646800000,3814.55,3815.44,3802,3808.51,3809.9713673846195,331.22706900000014,3902,-0.6724601923860813,44.49809727174751,
1551650400000,3808.51,3811.5,3795.88,3803.48,3805.014824588835,386.561457,4090,-0.8853690324238288,41.296986604318064,
1551654000000,3804.19,3809.82,3782.22,3807.75,3799.60483747198,791.9352680000002,6351,-0.608819564379727,44.91943500041621,
1551657600000,3807.32,3830,3807.05,3827.81,3822.1387771271106,1389.8357159999994,7768,1.091526929754743,58.02418375511676,
1551661200000,3827.83,3830,3818.15,3824,3823.855940671371,802.8909229999999,5346,1.7898740226682839,55.331522842674545,
1551664800000,3825.04,3827,3809.75,3810.38,3818.4893185778456,893.8144390000001,5823,1.12760116664284,46.94472391853257,
1551668400000,3810.03,3813.38,3791,3799.63,3801.1711266895336,1363.5288369999996,8103,-0.09660514816962995,41.58681520095192,
1551672000000,3798.67,3799.93,3740.19,3750.73,3763.2205743209,3969.4693520000005,20478,-4.350495411064571,26.67351303483896,
1551675600000,3750.8,3750.87,3699.5,3725.84,3726.4963030661224,4179.395839,21934,-8.372391475999484,22.291630666983792,
1551679200000,3727.49,3739.58,3712.94,3738.98,3727.7326898090714,1690.2524960000003,9985,-9.203483176058652,28.929448562419935,
1551682800000,3738.96,3750.15,3725.84,3727,3741.0299955646187,1127.454371,7280,-9.878824274449128,26.69089823050666,
1551686400000,3727,3733.05,3711.41,3718.77,3722.6311453850185,1088.064486,7465,-10.112568400960026,25.245654660643766,
1551690000000,3717.83,3730,3702,3705.97,3719.0360107015904,1373.6609050000004,8370,-10.367409936375914,23.14643987584273,
1551693600000,3705.98,3710.4,3670.69,3701.34,3693.308334334075,3307.6499659999986,16950,-9.989923252703925,22.420223752916712,
1551697200000,3700.02,3720,3691.16,3707.6,3708.389396158433,1588.2472550000002,9012,-8.43548446206718,25.809507761120926,
1551700800000,3707.58,3716.91,3695.31,3700.01,3706.0586821179527,1247.011682,7249,-7.260300853914771,24.416677685106578,
1551704400000,3700.01,3715.99,3690.16,3709.02,3703.219570689859,1577.0514929999995,8049,-5.155271666762065,29.294640103570842,
1551708000000,3709.02,3719.05,3704.7,3717,3713.6618666874706,1276.9835540000006,7617,-2.690508903617989,33.394645249802366,
1551711600000,3717,3728,3707,3713.1,3719.1189196201694,1202.710456,7656,-1.0256810869179986,32.40563896181784,
1551715200000,3712.07,3730,3711.59,3724.06,3723.7953519889406,931.471994,7230,1.1399508563981655,37.96576081134394,
1551718800000,3724.3,3735.14,3721.71,3722.64,3728.4766372964687,1061.6796390000002,7294,2.5598471601770107,37.5349641575722,
1551722400000,3722.36,3724.97,3708.1,3720.4,3717.6716796921237,1129.481394,6854,3.376370769077404,36.82511081183361,
1551726000000,3720.4,3723.96,3709,3718.17,3717.014236178261,643.6505789999998,5326,3.7707930020417564,36.09329681904513,
1551729600000,3718.17,3733.06,3713.84,3714.79,3723.480059711127,807.0123910000002,5829,3.7925201136395366,34.95928973390349,
1551733200000,3714.79,3723.25,3709,3715.01,3715.2457112065117,693.1914580000001,5089,3.840358561978448,35.10221524423078,
1551736800000,3715.01,3720,3703.35,3704.98,3713.0902554739537,647.2142779999999,4927,3.142500588197745,31.683801004863668,
1551740400000,3704.98,3719.53,3696.72,3715.3,3709.3338871945293,751.1181569999999,5521,3.515519883570846,38.33766027407043,
1551744000000,3716.1,3724.69,3713.9,3719.42,3720.5010920635273,572.4094650000001,4812,4.039178889040979,40.815975867590595,
1551747600000,3719.87,3725,3711.91,3714.57,3719.9028952182066,575.8888690000001,4886,3.9530019220211425,38.837125767492424,
1551751200000,3714.57,3722.85,3703.73,3704.96,3709.6387228643534,1181.0864139999999,5985,3.1502529678496085,35.19594929008446,
1551754800000,3704.07,3719,3703.55,3712.98,3712.8729073513423,863.8405289999995,6115,3.2446292829383303,40.232095610823556,
1551758400000,3713,3724,3711.46,3724,3719.364366618727,730.6437910000001,5445,4.0742042130341005,46.396374261142604,
1551762000000,3723.99,3726,3718.34,3724.32,3722.270652293739,945.0370640000001,6253,4.496125706275388,46.56870509929179,
